,Condition,id
1990,"Painful, Red or Swollen Mouth",140945
1991,Gum Disease,140946
1992,Genital Itching,140947
1993,Varying Shades of Excessive Coloration of a Body Part,140948
1994,Indolent B-Cell Non-Hodgkin Lymphoma,140949
1995,insomnia associated with depression,140950
1996,Bleeding due to a Breakdown of Fibrin Needed for Clotting,140951
1997,Typhoid Vaccination,140952
1998,Test for Thyroid Problems,140953
1999,Deficiency in Thiamine or Vitamin B1,140954
2000,Repeatedly Occurring Small Ulcers of the Mouth,140955
2001,Skin Disease in Patients with Discoid Lupus Erythematosus,140956
2002,Swollen Itching Skin Lesions and Erosion of Skin,140957
2003,A Chronic Multisystem Inflammatory Disorder,140958
2004,Treatment to Prevent Recurrent Aphthous Stomatitis,140959
2005,Atrial Flutter Electrically Shocked to Normal Rhythm,140960
2006,Blockage or Closing Off of a Blood Vessel in the Brain,140961
2007,Edema with Defective Kidney Function,140962
2008,Metastatic Cancer of Cervix,140963
2009,Binge Eating Disorder,140964
2010,Autosomal Dominant Polycystic Kidney Disease,140965
2011,Inflammation of the Sac in which Tears are Collected,140966
2012,Combined Inflammation of Cornea and Conjunctiva of the Eye,140967
2013,Inflammation of Cornea due to Improper Closing of the Eye,140968
2014,Severe Inflammation of the Cornea with Rosacea Involvement,140969
2015,Inflammation of the Front Portion of the Eye,140970
2016,Inflammation of the Cornea due to Exposure to the Air,140971
2017,Respiratory Cystic Fibrosis with Pseudomonas aeruginosa Colonization,140972
2018,Synergy for P. Aeruginosa Infection in Cystic Fibrosis,140973
2019,Female Urethral Syndrome,140974
2020,Irregular Involuntary Spasms of Limbs or Facial Muscles with Huntington's Disease,140975
2021,Rare X Chromosome Abnormality - Klinefelter Syndrome,140976
2022,Deficient Activity of Testes or Ovaries due to Chemotherapy,140977
2023,Defect of Connective Tissue - Noonan's Syndrome,140978
2024,Absence of Testicles,140980
2025,Unusually Late Sexual Maturity,140981
2026,Inflammation and Rotation of the Testes,140982
2027,Chronic Hepatitis B,140983
2028,Treatment to Prevent Tetanus and Diphtheria,140984
2029,Primary Testicular Failure due to Torsion of Both Testis,140985
2030,A Type of Brain Cancer - Anaplastic Astrocytoma,140986
2031,Cancer of Pancreas Islet Cells,140987
2032,Multiple Seizure Types,140988
2033,Skin Infection due to Streptococcus Agalactiae Bacteria,140989
2034,Complicated Infection in Abdomen,140990
2035,Myotonia Congenita,140991
2036,Lentigo on the Skin of Face,140992
2037,Excessive Pigmentation of Facial Skin,140993
2038,Epidermal Growth Factor Receptor Positive Non-Small Cell Lung Cancer,140994
2039,Prevention of Breast Cancer,140995
2040,Intraductal Breast Cancer,140996
2041,Non-Small Cell Lung Cancer with EGFR T790M Gene Mutation,140997
2042,Prevention of Angioedema Attacks in Patient with Hereditary Angioedema,140998
2043,Enlarged Breasts,140999
2044,Breast Tenderness,141000
2045,Bleeding in Hemophilia A,141001
2046,Treatment to Prevent Recurrence of a Blood Clot in the Lungs,141003
2047,Treatment to Prevent Recurrence of a Clot in a Deep Vein,141004
2048,ROS1 Positive Non-Small Cell Lung Cancer,141005
2049,ALK Positive Non-Small Cell Lung Cancer,141006
2050,Dupuytren's Contracture,141007
2051,Severe Decrease in Normal Tears,141008
2052,community acquired bacterial pneumonia,141009
2053,Excessive Sweating,141010
2054,Deep Lines Between Eyebrows,141011
2055,Upper Limb Muscle Spasm,141012
2056,Stomach Cancer,141013
2057,Treatment to Prevent Gallstones,141014
2058,Gallstones,141015
2059,Blockage of Normal Bile Flow,141016
2060,Chronic Inflammation of the Liver,141017
2061,Closure of Some or All of the Major Bile Ducts,141018
2062,Complications of Liver & Bile Ducts due to Cystic Fibrosis,141019
2063,Inflammation with Fibrous Tissue Formation of Bile Ducts,141020
2064,Hardening of Liver and Blockage of Bile Ducts,141021
2065,Nausea and Vomiting of Pregnancy,141022
2066,Insect Bites,141023
2067,Cat Bite Wound,141024
2068,Cannot Empty Bladder,141025
2069,Gaucher's Disease,141026
2070,Disorder of Low Sexual Desire in Premenopausal Woman,141027
2071,A Fungal Infection - Aspergillosis,141028
2072,Aggressive Fungal Infection - Invasive Aspergillosis,141029
2073,Prevention of a Low Amount of Calcium in the Blood,141030
2074,Wound,141031
2075,infection caused by a virus,141032
2076,Prevent Shingles in Patients Without a Normal Immune System,141033
2077,Treatment to Prevent Cytomegalovirus Disease,141034
2078,Dysfunction of Left Ventricle of Heart Without Symptoms,141035
2079,Increased Facial Hair in a Woman,141036
2080,Infection Occurring During or Soon After an Operation,141037
2081,Skin Infection due to Staphylococcus Epidermidis Bacteria,141038
2082,Bone Infection caused by Staphylococcus Aureus Bacteria,141039
2083,Infection of an Artificial Heart Valve,141040
2084,Skin Infection caused by Anthrax,141041
2085,Blood Infection caused by Staphylococcus Bacteria,141042
2086,Infection of the Brain or Spinal Cord caused by Anthrax,141043
2087,Infection of Intestines caused by Staphylococcal Bacteria,141044
2088,Red Lesions of Skin caused by Group A Streptococcus,141045
2089,Additional Medication to Increase Absorption of Drugs,141046
2090,Bacterial Meningitis caused by Staphylococcus,141047
2091,Diphtheric Infection of the Heart,141048
2092,Bacterial Infection of Heart Valve,141049
2093,Seizures with Irregular Muscle Contractions,141050
2094,Sleep Disturbance with Extreme Anxiety,141051
2095,Seizures with Breaks in Consciousness & Other Symptoms,141052
2096,Chickenpox,141053
2097,Suppression of Recurrent Herpes Simplex Infection in HIV,141054
2098,Calming of Pediatric Patient by Administration of Sedative,141055
2099,Acute Repetitive Seizures,141056
2100,Prevention of CMV Infection After Heart Transplant,141057
2101,Prevention of CMV Infection Post Kidney Transplant,141058
2102,Cytomegalovirus Infection of the Retina in AIDS patients,141059
2103,Prevention of Cytomegalovirus Disease After Kidney-Pancreas Transplantation,141060
2104,Blood Clotting Protein Deficiency due to Anticoagulants,141061
2105,Decrease in the Blood-Clotting Protein Prothrombin,141062
2106,Vitamin D Deficiency (High Dose Therapy),141063
2107,Poison Oak,141064
2108,Softening of Bones from Seizure Medications,141065
2109,"Marked Inflammation of Urethra, the Canal that leads From the Bladder",141066
2110,Alcaptonuria,141067
2111,Brief Muscle Spasms in an Infant,141068
2112,Dry Eyes due to Vitamin A Deficiency,141069
2113,Histoplasmosis Fungus Disease of the Eye,141070
2114,X-Ray Imaging of Heart & Great Vessels by Using Contrast,141071
2115,Prevention of Paroxysmal Supraventricular Tachycardia,141072
2116,Chronic Lymphocytic Leukemia with 17p Deletion,141073
2117,Solid Tumor,141074
2118,Osteosarcoma of Bone,141075
2119,Ankylosing Spondylitis and High Risk of Developing Gastric Ulcers,141076
2120,Colorectal Carcinoma with Epidermal Growth Factor,141077
2121,A Sexually Transmitted Disease due to Chlamydia,141078
2122,Rocky Mountain Spotted Fever,141079
2123,Treatment to Prevent Lyme Disease,141080
2124,Non-Contagious Disease due to Actinomyces Bacteria,141081
2125,Anemia in Non-Dialysis-Dependent Chronic Kidney Disease,141082
2126,Abnormal Movements of Face Muscles and Tongue,141083
2127,Acute Sinus Infection caused by Klebsiella Pneumoniae Bacteria,141084
2128,Acute Staphylococcus Aureus Infection of the Sinuses,141085
2129,Lower Respiratory Tract Infection,141086
2130,Dog Bite Wound,141087
2131,Human Bite Wound,141088
2132,Chronic Bronchitis caused by Haemophilus Parainfluenzae,141089
2133,Chronic Bronchitis caused by Staphylococcus Species,141090
2134,Skin Infection due to Enterobacter Bacteria,141091
2135,Chronic Bronchitis caused by Streptococcus Pneumoniae,141092
2136,Blockage or Closing Off of Blood Vessels in Retina of Eye,141093
2137,Clotted Line Connecting Artery to Vein,141094
2138,Raised Spots on the Cornea of the Eye,141095
2139,Dilation of the Blood Vessels of the Eye,141096
2140,Heart Failure After a Heart Attack,141097
2141,Chronic Bronchitis caused by Moraxella Catarrhalis,141098
2142,Chronic Bronchitis caused by Klebsiella Pneumoniae,141099
2143,Giant Papillary Conjunctivitis,141100
2144,Inflammation of Cornea and Conjunctiva Occurring in Spring,141101
2145,Inflammation of the Conjunctiva Occurring in the Spring,141102
2146,Difficulty Walking due to Multiple Sclerosis,141103
2147,An Infection caused by the Fungus Zygomycetes,141104
2148,Infection due to the Candida Fungus,141105
2149,Abdominal Cavity Lining Infection caused by Enterobacter,141106
2150,Infection with Cryptococcus Fungus,141107
2151,Throat Infection caused by Streptococcus Pneumoniae,141108
2152,Food Poisoning caused by Salmonella Bacteria,141109
2153,Abdominal Pain and Frequent Stools with Blood & Mucous,141110
2154,An Intestinal Infection due to Cryptosporidium Parasites,141111
2155,Infection of Genitals or Urinary Tract,141112
2156,Infection of the Throat caused by Staphylococcus Bacteria,141113
2157,Infection of Genitals or Urinary Tract due to Enterococcus,141114
2158,Skin Infection due to Streptococcus Bacteria,141115
2159,Infection of Genitals or Urinary Tract due to Proteus,141116
2160,Infection of the Genital and Urinary Tract due to E. Coli,141117
2161,Infection of the Tonsils caused by Staphylococcus Bacteria,141118
2162,Throat Infection caused by Haemophilus Influenzae,141119
2163,Bedwetting,141120
2164,Skin Irritation Around the Anus,141121
2165,Bleeding in Hemophilia,141122
2166,Ringworm of the Hand,141123
2167,Ringworm,141124
2168,Ringworm of the Beard,141125
2169,Prevention of Anthrax,141126
2170,Low Amount of Albumin Proteins in the Blood,141127
2171,Skin Lesion caused by Worms,141128
2172,Pork Tapeworm Larva Infection of Central Nervous System,141129
2173,Infection caused by the Trichinae Parasite,141130
2174,Infection caused by the Worm Toxocara Canis,141131
2175,Infection caused by Microsporida Parasite,141132
2176,Bone Infection and Inflamation,141133
2177,Complicated Urinary Tract Infection caused by E. Coli,141134
2178,Bleeding Following an Operation,141135
2179,Fatigue associated with Multiple Sclerosis,141136
2180,Viral Disease of Central Nervous System-Creutzfeldt-Jakob,141137
2181,Fungal Meningitis caused by Cryptococcus,141138
2182,Influenza A Prevention,141139
2183,Advanced Breast Cancer Progression Post-Antiestrogen Therapy,141140
2184,Elevated Platelets with Rapid Growth of Bone Marrow,141141
2185,Skin Test for Tuberculosis,141142
2186,Surgical Removal of Both Testicles,141143
2187,Sinus Bradycardia,141144
2188,Malaria caused by the Protozoa Plasmodium Falciparum,141145
2189,refractory lung disease due to MAC,141146
2190,Diffuse Lewy Body Disease,141147
2191,Acute Thromboembolic Stroke,141148
2192,Decrease in the Ability of Platelet Cells to Clot,141149
2193,Blood Clot in the Brain,141150
2194,Inflammation of the Tissues Surrounding a Tooth,141151
2195,Blood Clot with Platelet Decrease due to Heparin,141152
2196,Blood Clot Prevention with Heparin-Induced Decreased Platelet Count,141153
2197,Blood Clot with Heparin-Induced Thrombocytopenia during Percutaneous Coronary Intervention,141154
2198,Cryopyrin-Associated Periodic Syndromes,141155
2199,Fabry Disease,141156
2200,"Estrogen Receptor (ER)-Positive, HER2-Negative Postmenopausal Advanced Breast Cancer",141157
2201,Renal Angiomyolipoma with Tuberous Sclerosis Complex,141158
2202,Subependymal Giant Cell Astrocytoma associated with Tuberous Sclerosis,141159
2203,Runny Nose Due to Grass Pollen,141160
2204,Bleeding Prevention in Hemophilia,141161
2205,Herpes Infection of Brain and Surrounding Tissue,141162
2206,Inflammation of the Brain caused by Herpes Simplex Virus,141163
2207,Eye Irritation,141164
2208,Life Threatening Allergic Reaction,141165
2209,Adams-Stokes Syndrome,141166
2210,Breakthrough Pain in Opioid Tolerant Patients,141167
2211,Pain In a Cancer Patient When On Pain Medication,141168
2212,Chronic Granulomatous Disease,141169
2213,Hardening of the Liver caused by Alcohol,141170
2214,Polyarticular Juvenile Idiopathic Arthritis,141171
2215,A Breaking Out of the Skin Resembling Acne,141172
2216,"Treatment to Prevent Diphtheria, Pertussis and Tetanus",141173
2217,Overdose of the Drug Acetaminophen,141174
2218,An Increase in the Thickness of Lung Secretions,141175
2219,Fungal Infection of the Esophagus,141176
2220,Acid Base Imbalance of the Blood Toward the Basic Side,141177
2221,Inflammation of the External Ear Resembling Eczema,141178
2222,Altitude Sickness,141179
2223,Water On the Brain with Obstruction of Cerebrospinal Fluid,141180
2224,Inherited Periodic Paralysis,141182
2225,Water on the Brain caused by Hemorrhage in the Brain,141183
2226,Inadequate Vitamin C,141184
2227,Testicular Germ Cell Cancer,141185
2228,Severe Trouble Sleeping,141186
2229,raised seborrheic keratosis,141187
2230,Infection caused by the Bacteria Listeria Monocytogenes,141188
2231,Acute Streptococcus Pyogenes Bacteria Infection of Sinuses,141189
2232,Inflammation of One of the Glands of the Eyelids,141190
2233,Treatment to Prevent Eye Infection in Newborn,141191
2234,non-metastatic castration-resistant prostate cancer,141192
2235,Disorder of Mental Processes due to a Brain Disease,141193
2236,Cancer of Large Intestine with Wild-type K-ras Gene,141194
2237,Anemia caused by Zidovudine,141195
2238,Additional Medication to Treat Hives,141196
2239,Severe Prolonged Asthma Attack,141197
2240,Low Blood Pressure caused by Spinal Anesthesia,141198
2241,Chronic Infection of Genotype 6 Hepatitis C Virus,141199
2242,Ovarian Germ Cell Cancer,141200
2243,Prevent Mucous Membrane Inflammation from Chemotherapy,141201
2244,Too Much Iron in the Blood for a Long Period of Time,141202
2245,Bladder Wall Inflammation,141203
2246,Increased Uric Acid due to Cancer Chemotherapy,141204
2247,Hunter Syndrome,141205
2248,episodic cluster headache,141206
2249,Diagnostic Test for Myasthenia Gravis,141207
2250,Sickle Cell Anemia,141208
2251,Skin Inflammation due to Exposure to X-Rays or Gamma Rays,141209
2252,Mucous Membrane White Spots or Patches,141210
2253,Maintain the Patency of Ductus Arteriosus,141211
2254,Abnormal Fat Distribution associated with HIV,141212
2255,Inflammation of Lips due to Sunlight Exposure,141213
2256,Chronic Myelocytic Leukemia in the Blast Crisis Phase,141214
2257,Hiatal Hernia with Esophagus Inflammation from Acid Reflux,141215
2258,Inadequate Absorption of Nutrients due to a Short Bowel,141216
2259,Allergy to Food that causes Problems of the Stomach or Intestines,141217
2260,Prevention of Luteinizing Hormone Surge when undergoing Controlled Ovarian Hyperstimulation,141218
2261,Prevention of Vulvar Cancer due to Human Papilloma Virus,141219
2262,Prevention of Cervical Cancer due to Human Papilloma Virus,141220
2263,Prevention of Genital Warts,141221
2264,Disease caused by Cytomegalovirus Infection,141222
2265,Prevention of Anal Cancer due to Human Papilloma Virus,141223
2266,Prevention of Vaginal Cancer due to Human Papilloma Virus,141224
2267,Guillain-Barre Syndrome,141225
2268,Hypogammaglobulinemia associated with Recurrent Bacterial Infections,141226
2269,Inclusion Body Myositis,141227
2270,Multifocal Motor Neuropathy,141228
2271,Deficiency of Antibodies,141229
2272,Multiple Drugs for Skin Infection due to Pseudomonas Aeruginosa Bacteria,141230
2273,Bone Infection caused by Staphylococcus Bacteria,141231
2274,Complicated Urinary Tract Infection caused by Citrobacter,141232
2275,Skin Infection due to Pseudomonas Aeruginosa Bacteria,141233
2276,Bone Infection caused by Citrobacter Bacteria,141234
2277,Treatment to Prevent Reaction After Bone Marrow Transplant,141235
2278,Cancer of Gallbladder or Bile Ducts,141236
2279,Inflammation of Mucous Membranes due to Radiation Therapy,141237
2280,Inflammation of the Mucous Membrane due to Cancer Chemotherapy,141238
2281,Prevent Eye Pupil Constriction from Eye Surgery,141239
2282,Metastatic Anal Cancer,141240
2283,Carcinoma In Situ of the Glans Penis,141241
2284,Inflammation of the Outer Ear due to Allergy,141242
2285,Adverse Effect of Benzodiazepine-Based Tranquilizer,141243
2286,Blood Pressure Drop Upon Standing with Unknown Cause,141244
2287,Lung Infection caused by Coccidioides Fungus,141245
2288,Candida Species Yeast Infection of Abdominal Cavity Lining,141246
2289,Urinary Tract Infection due to Candida Albicans Fungus,141247
2290,Treatment for Prevention of Vulvovaginal Yeast Infection,141248
2291,Disease of the Nails caused by Candida Species Fungus,141249
2292,Scattered Infection caused by Coccidioides Fungus,141250
2293,Bacterial Blood Infection caused by Pseudomonas Aeruginosa,141251
2294,Disease of the Nails caused by Trichophyton Fungus,141252
2295,Acute Outer Ear Pseudomonas Aeruginosa Bacterial Infection,141253
2296,Sudden Recurrence/Intensity of Rapid Regular Heartbeats,141255
2297,Added Treatment to Improve 5FU Effectiveness for Colon Cancer,141256
2298,Rapid Onset of Fluid in the Lungs,141257
2299,Prevent Kidney Problems Causing a Decreased Amount of Urine to be Passed,141258
2300,Metastatic Breast Cancer Progression Post-Antiestrogen Therapy,141259
2301,Abscess of Fallopian Tube and Ovary caused by Peptococcus,141260
2302,Treatment-Resistant Schizophrenia,141261
2303,Infection caused by the Parasite Balantidium,141262
2304,Shingles in Patients Without a Normal Immune System,141263
2305,Recurrent Infection caused by Herpes Simplex Virus,141264
2306,Recurrent Mucocutaneous Herpes Simplex in Human Immunodeficiency Virus Infected Patients,141265
2307,Pneumonia caused by the Bacteria Moraxella Catarrhalis,141266
2308,Abscess of Fallopian Tube and Ovary caused by Bacteroides,141267
2309,Local Anesthesia Injected to Block Nerve Transmission,141268
2310,Skin Disinfection,141269
2311,A Sex Chromosome Abnormality - Turner's Syndrome,141271
2312,Escape of Intravenous Medications into Surrounding Tissues,141273
2313,Severe Itching,141274
2314,Having Several Acute Conditions with Sickle-Cell Disease,141275
2315,Increased Red Blood Cells,141276
2316,Spontaneous Hemorrhages and Increase in Blood Platelets,141277
2317,Female Hormone Disturbance,141278
2318,Abnormally Low Blood Pressure,141280
2319,Diabetes Insipidus with Kidney Complications,141281
2320,Treatment to Prevent Gout,141282
2321,Severe Combined Immunodeficiency Disease,141283
2322,Decreased Blood Volume,141284
2323,Diagnostic Cystoscopy Aid for Bladder Cancer Detection,141285
2324,Non-24 Hour Sleep-Wake Cycle Disorder,141286
2325,HER2 Positive Stomach Cancer,141287
2326,Treatment to Prevent Hepatitis B,141288
2327,Treatment to Prevent Hepatitis A,141289
2328,Maintain Patency of Indwelling Vascular Catheter,141290
2329,Serious Blood Clotting Problem,141291
2330,"Treatment to Prevent Diphtheria, Pertussis, Tetanus, Hepatitis B and Polio",141292
2331,Increased Pressure in the Eye in the Absence of a Lens,141293
2332,Treatment to Prevent Active Tuberculosis Infection,141294
2333,Pneumonia caused by Aspergillus Fungus,141295
2334,Disease caused by the Worm Onchocerca Volvulus,141296
2335,Chronic Type of Schizophrenia,141297
2336,Aggressive Behavior,141298
2337,Problem Behavior,141299
2338,Over Excitement,141300
2339,Chronic Idiopathic Thrombocytopenic Purpura,141301
2340,X-linked Agammaglobulinemia,141302
2341,Complicated Peritonitis caused by Bacteroides Bacteria,141303
2342,Streptococcal Gynecological Infection Following Surgery,141304
2343,Colorectal Surgery Infection Prevention,141305
2344,Familial Cold Autoinflammatory Syndrome,141306
2345,Gynecological E. Coli Infection Following Surgery,141307
2346,Complicated Skin Infection due to Peptostreptococcus Bacteria,141308
2347,Complicated Abdominal Cavity Lining Clostridium Infection,141309
2348,A Lack of Fatty Acids,141310
2349,Acute Inflammation of the Liver due to Hepatitis C Virus,141311
2350,A Malignant Pigmented Mole or Tumor,141312
2351,Benign Tumor of the Larynx - Papilloma,141313
2352,Twin Reversal Arterial Perfusion Syndrome,141314
2353,Insulin-like Growth Factor Disorder,141315
2354,excess iron due to repeated blood transfusions,141316
2355,excess iron in person with non-transfusion-dependent thalassemia (NTDT),141317
2356,Chronic Inflammation of the Joints due to Gout,141318
2357,Type 2 Diabetes Adjunct in Cushing's Syndrome,141319
2358,PD-L1 positive adenocarcinoma of gastroesophageal junction,141320
2359,PD-L1 Positive Non-Small Cell Lung Cancer,141321
2360,Cancer of the Cervix,141322
2361,Familial Hyperkalemic Periodic Paralysis,141323
2362,Chronic Skin Disease caused by a Fungus,141324
2363,Pneumonia caused by a Fungus,141325
2364,Fungal Skin Infection that Spreads to Bone/Lung/Joint/CNS,141326
2365,Abnormal Development of Bronchopulmonary Tissue in Newborn,141327
2366,Liver Tissue Death,141328
2367,Diagnostic Test for Pancreas Function,141329
2368,Bacterial Infection of Breast,141330
2369,Bone Infection due to Streptococcus Bacteria,141331
2370,Seizure with Loss of Normal Tone or Strength,141332
2371,Infection of the Prostate Gland caused by Klebsiella,141333
2372,Infection of the Middle Ear caused by Staphylococcus,141334
2373,Nausea and Vomiting After Surgery,141335
2374,Generalized Changes in Bone associated with Renal Failure,141336
2375,"Disease with Hearing Loss, Ringing in the Ears & Dizziness",141337
2376,Regional Anesthesia for Cesarean Section,141338
2377,Chronic Muscle or Bone Pain,141339
2378,Philadelphia Chromosome-Negative B-cell Acute Lymphoblastic Leukemia,141340
2379,Cancer of the Testis,141341
2380,Crow's Feet,141342
2381,Eyelid Twitch,141343
2382,Uncontrolled Urination Due to Bladder Overactivity,141344
2383,Neuroleptic Malignant Syndrome,141345
2384,Prevent Minor Bacterial Skin Infection,141346
2385,Prevention of Newborn Respiratory Distress Syndrome,141347
2386,Parkinsonism due to Thickening of Blood Vessel Walls,141348
2387,Ureteral Spasm with Pain,141349
2388,Early Stage of Syphilis with No Symptoms,141350
2389,Rheumatic Fever Prevention,141351
2390,Prevention of Cytomegalovirus Infection Post-Transplant,141352
2391,Loss of Appetite,141353
2392,Serotonin Syndrome - Adverse Drug Interaction,141354
2393,Pure Red Cell Aplasia associated with Chronic Lymphocytic Leukemia,141355
2394,Acute Monocytic Leukemia,141356
2395,Scleroderma Lung Disease,141357
2396,Malignant Tumor of the Kidney,141358
2397,Prevent Sticking of Iris to Eye Lens,141359
2398,Chronic Slow Progressing Ulcerative Granulomatous Disease,141360
2399,"Short-Term Infection with Diarrhea, Discomfort & Weight Loss",141361
2400,Urinary Tract Infection caused by Morganella Morganii,141362
2401,Infection due to Salmonella paratyphi Bacteria,141363
2402,Infection due to the Bacteria Rickettsia,141364
2403,Infected Conjunctiva by Chlamydia Trachomatis Bacteria,141365
2404,AIDS with Kaposi's Sarcoma,141366
2405,Infection caused by Rickettsiae Bacteria,141367
2406,Additional Medication for Inflammation Around the Teeth,141368
2407,Psychotic Depressive Illness,141369
2408,Acute Gonorrhea of the Lower Genital and Urinary Organs,141371
2409,Infection due to Rickettsia Prowazekii Bacteria,141372
2410,Infection caused by the Bacteria Ehrlichia,141373
2411,Chlamydia Bacteria Infection of Part of a Testicle,141374
2412,Infection caused by Leptospira Bacteria,141375
2413,Disease due to the Microorganism Rickettsia Tsutsugamushi,141376
2414,Disease due to Bartonella Bacilliformis Bacteria,141377
2415,Genital & Urinary Organs Infected by Chlamydia Trachomatis,141378
2416,Infection due to the Microorganism Coxiella Burnetii,141379
2417,Decrease in the Amount of Work the Heart Does,141380
2418,Small and Large Intestine Inflammation,141381
2419,Acute Gonorrhea of the Testes,141382
2420,Blood Circulation Failure due to Serious Heart Condition,141383
2421,Failure of the Heart to Maintain Adequate Circulation,141384
2422,Heart Disease from Problems with Part of the Heart Itself,141385
2423,Infection due to the Microorganism Chlamydia Psittaci,141386
2424,Added Medication for Life Threatening Allergic Reaction,141387
2425,Severely Decreased Function of the Cortex of Adrenal Gland,141388
2426,Progressive Diffuse Large B-Cell Lymphoma,141389
2427,Burkitt's Lymphoma,141390
2428,Tuberculosis of Lungs which Spreads to Other Body Parts,141391
2429,chronic diarrhea associated with short bowel syndrome,141393
2430,Shock caused by a Severe Bacterial Infection,141394
2431,Inflammation of Blood Vessels with Rheumatoid Arthritis,141395
2432,Lymphoma Spread to Brain & Spinal Cord Lining,141396
2433,Aluminum Poisoning,141397
2434,Dysfunction of Left Ventricle of Heart following Heart Attack,141398
2435,Acute Gum Inflammation with Ulceration and Tissue Death,141399
2436,Complicated Skin Infection due to Enterococcus Faecalis Bacteria,141400
2437,Presence of Candida Species Yeast in the Blood,141401
2438,Presumed Infection in Neutropenic Patient With Fever,141402
2439,Continuation Therapy for Acute Osteomyelitis,141403
2440,Acute Sinus Infection caused by Staphylococcus Bacteria,141404
2441,Problem with Adrenal Gland,141405
2442,Underdevelopment of the Pituitary Gland Since Birth,141406
2443,Diagnostic Test For Cushing's Syndrome,141407
2444,Itching of the Ear,141408
2445,inappropriate sinus tachycardia,141409
2446,Throat Pain,141410
2447,Middle Ear Infection Needing Tube Placed in Ear,141411
2448,Infection caused by Pseudomonas Aeruginosa Bacteria,141412
2449,Urinary Tract Infection caused by Citrobacter,141414
2450,Complicated Urinary Tract Infection caused by Klebsiella,141415
2451,Acute Bone Infection,141416
2452,Bladder Infection caused by E. Coli,141417
2453,Diarrhea caused by a Bacteria,141418
2454,Urinary Tract Infection due to Staphylococcus Epidermidis,141419
2455,Ulcer of the Cornea of the Eye,141420
2456,Infection of the Bladder,141421
2457,Bladder Infection caused by Staphylococcus,141422
2458,Complicated Urinary Tract Infection due to P. Aeruginosa,141423
2459,Infection of the Prostate Gland caused by E. Coli,141424
2460,Proteus Mirabilis Bacteria Urinary Tract Infection,141425
2461,Bone Infection caused by Enterobacter,141426
2462,Infection of the Prostate Gland caused by Proteus,141427
2463,Pneumonia caused by Proteus Bacteria,141428
2464,Bone Infection caused by Pseudomonas Aeruginosa,141429
2465,Acute Outer Ear Bacterial Infection caused by Proteus Mirabilis,141430
2466,Joint Infection caused by Pseudomonas Aeruginosa Bacteria,141431
2467,Infection of Urinary Tract due to Pseudomonas Aeruginosa,141432
2468,Typhoid Fever,141433
2469,Skin Infection due to Citrobacter Bacteria,141435
2470,Bladder Infection caused by Klebsiella Bacteria,141436
2471,Pneumonia caused by the Bacteria Enterobacter,141437
2472,Joint Infection caused by Enterobacter Species Bacteria,141438
2473,Infection of Urinary Tract due to Providencia Species,141439
2474,Bone Infection caused by Serratia Bacteria,141440
2475,Urinary Tract Infection caused by Serratia,141441
2476,Complicated Peritonitis caused by Pseudomonas Aeruginosa,141442
2477,Inflammation of the Bladder,141443
2478,Suicidal Behavior in Schizoaffective Disorder,141444
2479,Familial Mediterranean Fever,141445
2480,seborrheic dermatitis of scalp,141446
2481,Washing Out Wound with Fluid,141447
2482,Arthritis of the Toes and Fingers due to Sarcoidosis,141448
2483,Extremely High Blood Pressure,141449
2484,Male Infertility,141450
2485,Inflammation of the Vagina caused by Bacteria,141451
2486,Skin Infection due to Anaerobic Bacteria,141452
2487,Fallopian Tube & Ovary Abscess due to Anaerobic Bacteria,141453
2488,Blood Poisoning caused by the Bacteria Anaerobes,141454
2489,Anaerobic Bacteria Infection of Abdominal Cavity Lining,141455
2490,Inflammation in Pelvic Area caused by Anaerobic Bacteria,141456
2491,Hair Follicle Inflammation due to Gram-Negative Bacteria,141457
2492,Type of Leukemia - Hairy Cell Leukemia,141458
2493,Infection of Tissues of the Uterus caused by Bacteroides,141459
2494,Treatment to Prevent Anthrax following Exposure to Disease,141460
2495,Anaerobic Infection Following Vaginal Cuff Surgery,141461
2496,Infection due to the Parasite Toxoplasma Gondii,141462
2497,Disease of the Mouth and Eyes Marked by Blisters,141463
2498,Pyoderma Gangrenosum,141464
2499,Malignant Hyperthermia,141465
2500,Cystic Disease of the Breast,141466
2501,Bitten by Pit Viper Snake,141467
2502,Pneumonia caused by an Anaerobic Bacteria,141468
2503,Complicated Urinary Tract Infection caused by Proteus,141469
2504,Sudden Uncontrolled Muscle Contraction with Pain,141470
2505,Premature Release of a Hormone to Promote Ovulation,141471
2506,Malignant Testicular Tumor - Seminoma,141472
2507,Nerve Pain of Tongue and Throat from 9th Cranial Nerve,141473
2508,Duodenal Ulcer due to Nonsteroidal Anti-Inflammatory Drug,141474
2509,Stress-Related GI Bleeding Prevention,141475
2510,Inflammation of Uvea of Eye that is Resistant to Treatment,141476
2511,Gonorrhea of the Rectum,141477
2512,Multiple Polyps in the Colon,141478
2513,Bacterial Meningitis caused by Pneumococcus,141479
2514,Skin Infection caused by Morganella Morganii,141480
2515,Infection caused by Yersinia Pseudotuberculosis Bacteria,141481
2516,Infection of a Joint caused by Streptococcus Bacteria,141482
2517,Lyme Disease of the Central Nervous System,141483
2518,Bacteroides Bacteria Infection of Female Pelvic Organs,141484
2519,Inflammation of the Tonsils,141485
2520,Imbalance in Body Salts like Potassium and Sodium,141486
2521,Medullary Thyroid Cancer,141487
2522,Hiccups that are Hard to Cure,141488
